,tweet_id,text,Sentiment
12,1.27E+18,"#LEGO  #HarryPotter  #HogwartsCastle 71043 Castle Model Building Kit With Harry Potter Figures Gryffindor, Hufflepuâ€¦ https://t.co/UyMl7WJJBu",0
13,1.27E+18,"Why is @amazonâ€™s sorting tool so ass? Like when you search for pricing, it removes 90% of the search",-1
14,1.27E+18,Celebrate The Seasons by Suzy Davies https://t.co/K5MTtrs4Xq via @amazon #poetry for #MG #fun #gifts to #cheer,0
15,1.27E+18,@HeatherS253 @MayorJenny @amazon Smells like a publicity stunt.  Heâ€™s got no moral ground over anyone. Jeff Bozo isâ€¦ https://t.co/bu56T27VXb,-1
16,1.27E+18,"13 DAY SPOOKY COUNTDOWN  Advent Calendar Funko
pre-order now and save $10.00
@amazon affiliate link:â€¦ https://t.co/ACuQP0dt0i",0
17,1.27E+18,"@enforcelawsNYC @amazon There are some tax issues (many solved by not allowing overseas tax deferral after 2017), bâ€¦ https://t.co/rxCDtd78ob",-1
18,1.27E+18,Gothic Zombie-MUMMY DOOR KNOCKER TOWEL RING-Haunted House Horror Prop Decorat... https://t.co/KZOwv4MEVu via @amazon https://t.co/g2cZZ5LVaV,1
19,1.27E+18,"ðŸ‘€ So, liberals at @Ebay and @Amazon both shared their support for #BLM on their main page. I wonder if races were râ€¦ https://t.co/fu4dWXxhUJ",0
20,1.27E+18,"RT @Karlas2cents: @RoccoNarva Please leave a comment for these sponsors of Fox News.
@KraftHeinzCo
@MyPillowUSA
@Disney
@hulu
@amazon
@Ringâ€¦",0
21,1.27E+18,JOURNAL with Cute Cartoon Bulldog Dog Print Cover: 6x9 Blank Diary with Lined... https://t.co/N0eMsVXgBU via @amazon,0
22,1.27E+18,Gothic-POISON-BEWARE-SKULL-COASTERS Bar Drink Pirate Party Decorations-8pc SE... https://t.co/7NWCKC2cXk via @amazon https://t.co/I1kBWDVKwO,0
23,1.27E+18,@twitter @Facebook @NFL @KingJames @NBAOfficial @Google @amazon @cher @Oprah @BarackObama @BilldeBlasio @ladygagaâ€¦ https://t.co/qfaEuHtUxH,0
24,1.27E+18,Check out Kapiva Noni Juice 1L | Includes Garcinia and Ashwagandha for Nutrient Absorption | Made from South Indianâ€¦ https://t.co/0yqG6tDy0q,0
25,1.27E+18,I wanted to share promote this book by an amazing person! It just came out this past April! Check it out on @Amazonâ€¦ https://t.co/8TjFVIWcXM,0
26,1.27E+18,@Stelimarf @kailunr @MedicalBrunette @jesusrodriguezb @amazon Fulfilled and shipped by Amazon. Read the fine print. Try again.,-1
27,1.27E+18,"@mevans14 @amazon Then Google would know what Amazon sold you, which Amazon is tired of sharing.",-1
28,1.27E+18,@amazon I went on Amazon to do some shopping &amp; this is what I saw on the home page. When I go to Amazon I go to shoâ€¦ https://t.co/Uhzv7HoTux,-1
29,1.27E+18,Check out this Amazon deal: #SamsungGalaxyS20Plus 5G Factory Unlocked New Android Cell Phone US Version | 128GB ofâ€¦ https://t.co/9gPVYzp7fb,0
30,1.27E+18,"Universally Yours, The Phoenix by Laura Jean Lysander https://t.co/m0xdyC8bIK via @amazon",0
31,1.27E+18,"Just saw this on Amazon: All Out War: The Plot to Destroy Trump by Klein, Edward for $14.99 https://t.co/MRCp4YulqV via @amazon .",0
32,1.27E+18,Spooky Orange Halloween Pumpkin BOO CREW Socks-Jack-O-Lantern Novelty Team Ch... https://t.co/KiIhdFjRAx via @amazon https://t.co/V56aqk4JTd,0
33,1.27E+18,@sierracool33 @BeingFucking @from301to704 @MedicalBrunette @jesusrodriguezb @amazon Their point is misguided. Amazoâ€¦ https://t.co/wyNXOHmaxq,-1
34,1.27E+18,RT @MaciasHmbrt257: Hailey's Favorite Flower Decorative Throw Pillow Collection 14'' Round (Aqua)... https://t.co/4GMj4y5Ivx via @amazon,0
35,1.27E+18,"The air conditioner that was supposed to be delivered to me Saturday, then today, evidently still hasnâ€™t shipped.â€¦ https://t.co/sdlDEsIwbD",-1
36,1.27E+18,Deluxe Psycho BLOODY HELP ME SHOWER CURTAIN Halloween Bathroom Prop Decoratio... https://t.co/JpoC4dkUhe via @amazon https://t.co/EHEJ07GFwT,-1
37,1.27E+18,"RT @StevenS60326966: @InsaneClownPrez @justinbaragona @Acyn Brought to you by 
@KraftHeinzCo
@MyPillowUSA
@Disney
@hulu
@amazon
@Ring
@Pillâ€¦",0
38,1.27E+18,Dear @amazon. It would be really handy if you included a photo of the item bought right here in the email. I buy soâ€¦ https://t.co/BFdy3h8ZNH,-1
39,1.27E+18,Jonathan Silver Scott. Can you find their Property Brother Book their are reading in this picture @amazon?â€¦ https://t.co/Pi8PqJL30X,0
40,1.27E+18,Check out Life Digital ZED Zed Air H2O Silver 14.1-inch Laptop (Celeron/3GB/500GB + 32GB SSD/Windows 10 Home/Integrâ€¦ https://t.co/vbbiXKwQ1j,0
41,1.27E+18,Woodland Confetti Set #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthdayâ€¦ https://t.co/AOoOVKTOvU,0
42,1.27E+18,#women #authors #writing: Fearless Writing for Women: Extreme Encoura... by Susan Gabriel for $4.99 https://t.co/XJxSVS9kHc via @amazon,0
43,1.27E+18,"Notebook: Horror Cat , #Journal for #Writing, College Ruled Size 6"" x 9"", 110 Pages #sponsored @amazon https://t.co/NmRxGyLeLA",0
44,1.27E+18,#HarryPotter Paperback Box Set (Books 1-7) by Mary GrandPrÃ© for $77.91 https://t.co/MbAmmzCmBi via @amazon,0
45,1.27E+18,"Yesterday, my friend buy a watch on @amazon When he open the box that was empty.When he call the customer care theyâ€¦ https://t.co/LqlvMNvwdY",-1
46,1.27E+18,@Stelimarf @jacksimpson21 @MedicalBrunette @jesusrodriguezb @amazon Yet Amazon can and DOES regulate what is advertâ€¦ https://t.co/zYfhTi1Glf,-1
47,1.27E+18,RT @midgets_levil: @krokdrib @Jaxx702 @50Texans @Marir65Ruiz @GregMusselwhit3 @USMCMIL03 @Dallasneedslung @amazon @pepsi @ultabeauty @MACcoâ€¦,0
48,1.27E+18,"RT @JonDigbyAuthor: #numberone #Bestseller in @amazon #History
Over 100 #5StarReviews

UK:https://t.co/nD0g4bQgj8                   
US:httâ€¦",0
49,1.27E+18,Win a $500 @Amazon gift card from @golfandcourse to spend on anything! https://t.co/Ua8C50rbEq #golf #sweepstakes #contest #giveaway,0
50,1.27E+18,RT @Smita67651799: @Sanchitab1 @WarpedInGlory @amazon Yes Geeta Press is d only reliable source left. Switch to TataCLiQ,-1
51,1.27E+18,RT @Sanchitab1: @WarpedInGlory @amazon That is why I prefer to buy all Hindu books from Geeta Press Gorakhpur. They are authentic and shoulâ€¦,-1
52,1.27E+18,@amazon opening a brick and mortar 4-Star Store on #MiamiBeach's famed @LncolnRd. Read more in @MadeleineMarr's artâ€¦ https://t.co/M9pfFSl7fv,1
53,1.27E+18,BLACK-Gothic Damask Brocade ROUND TABLE CLOTH TOPPER Halloween Decoration-29i... https://t.co/NTzhSBDB5M via @amazon https://t.co/iBtjkGlljo,0
54,1.27E+18,"RT @WarpedInGlory: @blindspot2707 @amazon Yeah, since I live in Devbhomi they are trying to send me this junk? 
Further, this seller has puâ€¦",0
55,1.27E+18,"FYI: For any project manager out there, consider adding this to your library. 

The Project Management Dictionary bâ€¦ https://t.co/6kKUeHwCDD",0
56,1.27E+18,"RT @JonDigbyAuthor: #numberone #Bestseller in @amazon #History
Over 100 #5StarReviews

UK:https://t.co/nD0g4bQgj8                   
US:httâ€¦",0
57,1.27E+18,Check out this Amazon deal: Native Body Wash 3 Pack - Natural Body Wash Women &amp; Men - SLS &amp; Paraben Free - Cucumberâ€¦ https://t.co/mKj0mm0Paj,0
58,1.27E+18,@amazon No wonder Amazon supports rioters and out of control protests. Has to be great for their home delivery busiâ€¦ https://t.co/zFalyyl91C,-1
59,1.27E+18,"RT @blindspot2707: @WarpedInGlory @amazon Do you know how this works ? 

They send you books according to your location &amp; the cultural uppeâ€¦",0
60,1.27E+18,"Battlefield Z The Collected Adventures - a post apocalyptic action thriller: Volume 2 by Lowry, Chris forâ€¦ https://t.co/5FanJAj2w0",0
61,1.27E+18,RT @kt_9393: @WarpedInGlory @amazon @Uppolice @112UttarPradesh @ghaziabadpolice @myogiadityanath @CMOfficeUP please take action against theâ€¦,0
62,1.27E+18,@RottenPapi billion dollar @JeffBezos and @amazon can't do anything to save their @twitch streamers from this stupidity...really?,-1
63,1.27E+18,@krokdrib @Jaxx702 @50Texans @Marir65Ruiz @GregMusselwhit3 @USMCMIL03 @Dallasneedslung @amazon @pepsi @ultabeautyâ€¦ https://t.co/wzYtiXr13Z,0
64,1.27E+18,"@_MaJen @amazon It takes more time for their non unionized employees to grab a box appropriate for the size, and châ€¦ https://t.co/I80zRysfGH",-1
65,1.27E+18,"#HarryPotter: The Illustrated Collection (Books 1-3 Boxed Set) by Kay, Jim https://t.co/d9TgowJ8Qn via @amazon",0
66,1.27E+18,RT @JulianCastro: Using facial recognition software as mass-surveillance for law enforcement is a dangerous violation of human rights thatâ€¦,-1
67,1.27E+18,RT @ashish8728: @amazon @amazonca why can't you refund customer money on time? You deducted money while processing order and delivered damaâ€¦,-1
68,1.27E+18,@amazon @KraftHeinzCo @BestBuy @ProcterGamble @PetSmart @LibertyMutual @Allstate @Progressive @Verizon @onepelotonâ€¦ https://t.co/1523NzL8x6,0
69,1.27E+18,"@amazon you know what? you can suck it!! 
I have a really good friend who ordered me coffee and donuts to cheer meâ€¦ https://t.co/EbtJafU2LU",0
70,1.27E+18,Top 5 Best Digital Instant-Read Thermometers for Kitchen | Tech Comparison https://t.co/8lobdP7w0I via @YouTubeâ€¦ https://t.co/Fy1Biy5eai,0
71,1.27E+18,Funky Wild Animal Print PAISLEY KNEE SOCKS Cheetah Leopard BLACK MULTI-COLOR ... https://t.co/KGt0tBmjfN via @amazon https://t.co/q6eWxX0ImJ,0
72,1.27E+18,"Pure Organic #Hemp Oil 2 pack (5000mg, 100% Natural, 60ML Drops, Helps with loss of appetite Quality, Hemp Oil Seedâ€¦ https://t.co/YtM8Jhz4rs",0
73,1.27E+18,@Amazon sues to limit former @awscloud marketing VP Brian Hallâ€™s new job at @googlecloud https://t.co/zVRFzil3yJâ€¦ https://t.co/yf7ARD032a,-1
74,1.27E+18,"RT @KennethCFilson: A Ripple In The Darkness by Kenneth C. Filson 
#KindleUnlimited #Horror #RevengeðŸ”ª #CampingðŸ•ï¸ #WitchðŸ§™ðŸ»â€â™€ï¸ #Ghost ðŸ˜±#LoveðŸ’•â€¦",0
75,1.27E+18,"Check out Kapiva Wheatgrass Juice 1L | Ayurvedic Juice for Detoxification | High Chlorophyll, 8th day harvested Wheâ€¦ https://t.co/1NPed5dfyM",0
76,1.27E+18,Gothic Halloween Prop Sewer Rat Attack Floor Wall Grabber Window Door Decorat... https://t.co/JRqaUNqEFM via @amazon https://t.co/3skpBjv2vZ,0
77,1.27E+18,@DesignationSix @KraftHeinzCo @MyPillowUSA @Disney @hulu @amazon @ring @PillPack @audible_com @Zapposâ€¦ https://t.co/X5AdOHz8QX,0
78,1.27E+18,@kailunr @from301to704 @MedicalBrunette @jesusrodriguezb @amazon No theyâ€™re not. https://t.co/iK59R8xlbE,-1
79,1.27E+18,#XboxOneS 1TB All-Digital Edition Console (Disc-Free Gaming) - Discontinued by Microsoft https://t.co/NzFYefAl4P via @amazon,0
80,1.27E+18,"RT @ORArlington: Dear ACB members, @kcristol @CD4arlington @libbygarvey @Matt4Arlington - Arlington corporate resident @amazon  has deep tiâ€¦",0
81,1.27E+18,Check out ASUS VivoBook X411QA-EK001T AMD Quad Core A12-9720P 14-inch FHD Thin and Light Laptop (4GB RAM/1TB HDD/Wiâ€¦ https://t.co/3VjbyZ21Oh,0
82,1.27E+18,"I take my son to @BNBuzz to play with the train set. Usually, while we are there, we buy a few books. If not were tâ€¦ https://t.co/FUCugkl5jd",-1
83,1.27E+18,"RT @EdwardTHardy: If @Amazon truly believes that #BlackLivesMatter, why is it still advertising on Breitbart?",-1
84,1.27E+18,@from301to704 @jacksimpson21 @MedicalBrunette @jesusrodriguezb @amazon Like the person said. Different sellers. Shiâ€¦ https://t.co/R5sgTVgz34,-1
85,1.27E+18,RT @athenaforall: While we protest they record. So while @amazon launches #BlackLivesMatter promotionals and @JayCarney takes performativeâ€¦,-1
86,1.27E+18,Realistic Zombie Temporary Fake Tattoos Walking Dead Horror Costume-Pierced S... https://t.co/a8OlvtFsiY via @amazon https://t.co/y9hI5AYuSj,0
87,1.27E+18,#Sony $100 #PlayStation Store Gift Card [Digital Code] by Playstation for $100.00 https://t.co/DZbEyJo11R via @amazon,0
88,1.27E+18,"RT @SoulCages67: You should publicly cut ties w/ @MykaStauffer  You supported her special needs adoption &amp; then REHOMING him like dirt.
@amâ€¦",0
89,1.27E+18,"RT @maryannwrites: ""A riveting, heart-wrenching tale."" 5 stars for Evelyn Evolving: A Novel Of Real Life &amp; it's in the top ten best-sellerâ€¦",0
90,1.27E+18,"@amazon Meet Kent, He hits numerous amounts of dingers, he never bunts, and gets his massive power by eating cheeseâ€¦ https://t.co/8Xxmmch3bW",0
91,1.27E+18,"RT @WarpedInGlory: A thread of how Vishv Books, Ghaziabad, UP, is carrying and spreading an anti- Hindu sentiment through its books.
1. I oâ€¦",0
92,1.27E+18,Did you already check out this Amazon deal: Samsung Galaxy A51 Factory Unlocked Cell Phone | 128GB of Storage | Lonâ€¦ https://t.co/pAB3zxLG04,0
93,1.27E+18,#Sony #PlayStation 4 Slim 1TB Console - Only On PlayStation Bundle by Playstation for $395.90 https://t.co/xCgQMyhYZJ via @amazon,0
94,1.27E+18,@amazon @amazonIN @AmitAgarwal @JeffBezos @delhivery  please change your  courier partner or they will eat your cusâ€¦ https://t.co/luOMILBVku,-1
95,1.27E+18,"As it turns out, the only thing worse than the fraud-prevention team @amazon is the @AmazonHelp customer service teâ€¦ https://t.co/Y8oCaQGaDS",-1
96,1.27E+18,@ClouseauFPL @vbmlwilson @DiveFPL @RenegadesFpl @FplUncorked @MOFPLMOPROBLEMS @FChieftan @TheFantasyKing2â€¦ https://t.co/0YXlfIWYfg,0
97,1.27E+18,RT @krokdrib: @50Texans @Marir65Ruiz @GregMusselwhit3 @USMCMIL03 @Dallasneedslung @amazon @pepsi @ultabeauty @MACcosmetics @netflix We're lâ€¦,0
98,1.27E+18,Cancelled my @amazon Prime account today because I'll no longer support a company that shamelessly exploits humanâ€¦ https://t.co/H7RFuhcmcG,-1
99,1.27E+18,@from301to704 @MedicalBrunette @jesusrodriguezb @amazon Amazon doesnt set the prices. Their sellers do. (Actually mâ€¦ https://t.co/3PRAijunk4,1
100,1.27E+18,@vrtester @_Nick_Hodge @ItrollALLCAPSBR @MylesMill @ALLCAPSBRO @NBCNewYork @RabbiAssembly @Lubavitch @Chabadâ€¦ https://t.co/otqPeeVqeK,0
101,1.27E+18,RT @18hariprakash18: @amazon @JeffBezos Black Lives Matter is NOT for black lives. It's an anti american anti capitalist org. It never speaâ€¦,-1
102,1.27E+18,"6312
https://t.co/BbkUJE4MhV   https://t.co/nkAqLVVbiW   
@amazon

Prime Video  
Newest arrivals https://t.co/OEfgiH9S6h",0
103,1.27E+18,HORROR-HALL Funny Wine Glass Goblet-Naughty-Nice List-Christmas Party Bar Hol... https://t.co/pFGTph1Pk6 via @amazon https://t.co/CIEbDn1gmg,0
104,1.27E+18,Fishing Confetti Set #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthdayâ€¦ https://t.co/eEdHzHJr6D,0
105,1.27E+18,Sleepy sex in a dental chair! The Dentist: Sedation https://t.co/xvSbCMlKCo via @amazon,0
106,1.27E+18,RT @from301to704: @MedicalBrunette @jesusrodriguezb Sent this to @amazon 5 days ago and haven't gotten a response https://t.co/EIOwBp3hc1,-1
107,1.27E+18,"RT @Abhijee22688047: @amazon @amazonIN 
@AmazonHelp 
So at the end ,after 20 days long wating your orgination was unable to deliver my pordâ€¦",0
108,1.27E+18,RT @RatanSharda55: .@amazon @amazonIN MUST ban this vendor permanently. How dare a vendor play with #Hindu sentiments? Isn't freedom to sprâ€¦,-1
109,1.27E+18,@amazon I support Kent because he is an @LFC supporter! ðŸ”´ðŸ”´ðŸ”´ðŸ”´ðŸ”´ðŸ”´ https://t.co/du2IOhSeKA,1
110,1.27E+18,"Paperback only on Amazon, ebook on smashwords &amp; B&amp;N! Slaves &amp; Breeders by J. D. Grayson https://t.co/MRO6jr2jCW viaâ€¦ https://t.co/JRWWmxYwsT",1
111,1.27E+18,"about to blow a gasket in the @amazon customer service chat. donâ€™t eeeeever buy from second party sellers, amazon will be zero to no help :)",-1
112,1.27E+18,"RT @Marir65Ruiz: @USMCMIL03 @Dallasneedslung @amazon @pepsi @ultabeauty @MACcosmetics @Netflix, etc please enlighten us, about your choiceâ€¦",-1
113,1.27E+18,"Check out Neuherbs Green Coffee Beans powder For Weight Loss: 200 G, (Pack Of 2) by Neuherbsâ€¦ https://t.co/7zieZBY5re",0
114,1.27E+18,"RT @JuddLegum: 1. Major corporations publicly embracing Black Lives Matter â€” including @citi, @Google, and @amazon â€” have given hundreds ofâ€¦",1
115,1.27E+18,"RT @ShellyKramer: . @SlackHQ and @amazon announced a big integration late last week. As part of the deal, Slack will use Amazon Chime for iâ€¦",1
116,1.27E+18,The doctor's wife becomes a medical textbook! Medical School: The Patient Wife by J.D. Grayson https://t.co/UTXLcLz14aâ€¦ via @amazon,0
117,1.27E+18,Spooky Horror Prop-GHOSTLY SPIRITS BORDER-Scene Setter Trim Halloween Decorat... https://t.co/jQApYyG0Le via @amazon https://t.co/51mJXINBhK,0
118,1.27E+18,"RT @NelpNews: .@amazon's ties w/ police enable surveillance of Black, Brown, Muslim communities. Amazon tech also powers ICEâ€™s detention maâ€¦",-1
119,1.27E+18,RT @CMBowenAuthor: Are you ready to curl up with a thrilling mystery? Tap the link below to read - The Long Road Home by Carolyn M. Bowen Fâ€¦,0
120,1.27E+18,RT @BackTheLEOs: âœSign the petition to let @Amazon &amp; @JeffBezos they are supporting #HateSpeech. Apparently only towards #LawEnforcement thâ€¦,0
121,1.27E+18,@vrtester @_Nick_Hodge @ItrollALLCAPSBR @MylesMill @ALLCAPSBRO @NBCNewYork @RabbiAssembly @Lubavitch @Chabadâ€¦ https://t.co/u12n8jFU3J,0
122,1.27E+18,"RT @World5music: New single release ""Be You"" by @World5music  @AppleMusic  https://t.co/z98MrDdkkC  @Spotify  https://t.co/OBsECm3aYC  @amaâ€¦",0
123,1.27E+18,African Americans and Africa: A New History by Nemata Amelia Ibitayo Blyden https://t.co/ee5kRNBeDt via @amazon,0
124,1.27E+18,@amazon @AmazonHelp someone needs to have an answer for me this is the second time I have been charged for prime video.,-1
125,1.27E+18,RT @JulianCastro: Using facial recognition software as mass-surveillance for law enforcement is a dangerous violation of human rights thatâ€¦,-1
126,1.27E+18,@amazon #defundbezos  buy from small businesses.,-1
127,1.27E+18,"RT @Tech4Breakfast: Shout out to Christopher Walken for joining us today to talk 

@Lilium, eVTOL startup
@MIT puts brain synapses on a chiâ€¦",0
128,1.27E+18,RT @JumpShotMovie: Check out our 10/10 review! Incredible! Tell you friends to find us on @AppleTV or @amazon :) https://t.co/hEChBJauSq,0
129,1.27E+18,RT @ATLIntlAffairs: Don't forget! Register today for our international eCommerce webinar &amp; hear from industry experts: Dr. Evaristo Doria oâ€¦,0
130,1.27E+18,"RT @AscendTechLLC: Support your #remoteworkforce and maintain #security. Get a quick, easy and low-cost implementation of @amazon #Workspacâ€¦",1
131,1.27E+18,AmazonSmile is now available in the @amazon Shopping app on iOS and Android mobile phones! Go to â€œSettingsâ€ and selâ€¦ https://t.co/Kkpw7GbK6C,1
132,1.27E+18,"RT @LaurieBarron19: @DaveSchaefer15 Angel and the Rising Star by L.S. Barron https://t.co/AycLTEWrCb via 
@amazon
 MG book, but fun for aduâ€¦",0
133,1.27E+18,"Shout out to Christopher Walken for joining us today to talk 

@Lilium, eVTOL startup
@MIT puts brain synapses on aâ€¦ https://t.co/QdA1jl0dfP",0
134,1.27E+18,RT @lindsayromantic: #romance #paperback #feelgoodfiction A Summer Bewitchment (The Knight and the Witch) by Lindsay Townsend https://t.co/â€¦,0
135,1.27E+18,"RT @NelpNews: .@amazon's ties w/ police enable surveillance of Black, Brown, Muslim communities. Amazon tech also powers ICEâ€™s detention maâ€¦",-1
136,1.27E+18,RT @JulianCastro: Using facial recognition software as mass-surveillance for law enforcement is a dangerous violation of human rights thatâ€¦,-1
137,1.27E+18,"Starts at 3 hours 40 minutes

cc: @PeteFussey @fuz_d @JonathanTurley @BenedictDel @CDEIUK @AJLUnitedâ€¦ https://t.co/XT7OPcUUYf",0
138,1.27E+18,RT @FizaPathan: The Love That Dare Not Speak Its Name: Short Stories by Fiza Pathan @FizaPathan #PrideMonth2020 #LGBTQuarenteners #LGBTQIAâ€¦,0
139,1.27E+18,"RT @jerieblack: @amazon Long-time customer asking you to look over the t-shirts and messages on your website:
   
Black Lives Matter
Blue Lâ€¦",0
140,1.27E+18,"@amazon : We're prioritizing orders that are important. 

Except our ""Prime"" items aren't arriving for at least a wâ€¦ https://t.co/8ZCxiWeIZ3",0
141,1.27E+18,RT @athenaforall: While we protest they record. So while @amazon launches #BlackLivesMatter promotionals and @JayCarney takes performativeâ€¦,-1
142,1.27E+18,"RT @jbdarroch: Hypnotic Redemption now available on @Amazon
#free for #KindleUnlimited 
#horror #paranormal #Supernatural  #thriller #mysteâ€¦",0
143,1.27E+18,Fishing Confetti Set #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthdayâ€¦ https://t.co/6FpKxxWdtJ,0
144,1.27E+18,"Murderous Intentions by Carol  H. Dornetto 

https://t.co/YeB1xWH3df 

via @amazon @CarolDornetto #crimethrillerâ€¦ https://t.co/aUc1wictmn",0
145,1.27E+18,"RT @NelpNews: .@amazon's ties w/ police enable surveillance of Black, Brown, Muslim communities. Amazon tech also powers ICEâ€™s detention maâ€¦",-1
146,1.27E+18,"RT @NelpNews: .@amazon's ties w/ police enable surveillance of Black, Brown, Muslim communities. Amazon tech also powers ICEâ€™s detention maâ€¦",-1
147,1.27E+18,"@DaveSchaefer15 Angel and the Rising Star by L.S. Barron https://t.co/AycLTEWrCb via 
@amazon
 MG book, but fun forâ€¦ https://t.co/TkPmBBxI1e",0
148,1.27E+18,"Not #Crypto related - although they do take crypto donations

Eeveryone should turn this on.  It costs nothing,â€¦ https://t.co/CLVZTnm8uU",0
149,1.27E+18,@AmazonHelp @amazon @amazonIN @AmitAgarwal @delhivery @JeffBezos what a lei !! and what kind of weed #amazon andâ€¦ https://t.co/gkvZlvbP3J,-1
150,1.27E+18,"Check out HP 15 di0001TU 15.6-inch Laptop (Pentium Gold 4417U/4GB/1TB/Windows 10, Home/Integrated Graphics), Jet Blâ€¦ https://t.co/4vAUxcihff",0
151,1.27E+18,Check out this Amazon deal: Samsung Galaxy A51 Factory Unlocked Cell Phone | 128GB of Storage | Long Lasting Batterâ€¦ https://t.co/uQyUrB343j,0
152,1.27E+18,RT @FizaPathan: The Love That Dare Not Speak Its Name: Short Stories by Fiza Pathan @FizaPathan #PrideMonth2020 #LGBTQuarenteners #LGBTQIAâ€¦,0
153,1.27E+18,@amazon are you seriously selling shirts that say blue lives murder?! You said u have no control and canâ€™t remove!â€¦ https://t.co/qvvKATAvae,-1
154,1.27E+18,"RT @scampbell123451: Just saw this on Amazon: All Out War: The Plot to Destroy Trump by Klein, Edward for $14.99 https://t.co/xcCYh6m4ER viâ€¦",0
155,1.27E+18,"Check out Wellbeing Nutrition Grandma's Kadha, Organic Certified Ayurvedic Herbal Remedy for Cold, Cough, Flu, Soreâ€¦ https://t.co/IhsdpHeJ5H",0
156,1.27E+18,@from301to704 @jacksimpson21 @MedicalBrunette @jesusrodriguezb @amazon Thatâ€™s not how that works. Amazon fulfills tâ€¦ https://t.co/Mo76l2z6SB,-1
157,1.27E+18,@Amazon UK I donâ€™t know how I can raise a return when Iâ€™m stuck in the house shielding due to medical conditions so canâ€™t go to post office,-1
158,1.27E+18,Gothic Skull-DEAD END-Fright Caution Tape-Halloween Party Decoration Prop-30f... https://t.co/GiebwQFLGj via @amazon https://t.co/Huwi89Eyk5,0
159,1.27E+18,"@amazon @AmazonHelp how do I return an item that I ordered on 3/21, it arrived 6/9! Tried to cancel in April. Neverâ€¦ https://t.co/cp14z22TVY",-1
160,1.27E+18,What is it with @BeallsOutlet that is trying to drive customers to @Amazon and themselves out of business? Beallsâ€¦ https://t.co/ryprwcZSi7,1
161,1.27E+18,"RT @ACLU: Your turn, @Amazon and @Microsoft.",0
162,1.27E+18,Life Size Body Part-SEVERED BLOODY ZOMBIE FOOT-Creepy Haunted House Horror Pr... https://t.co/Tj0afPEggj via @amazon https://t.co/iHCH6iT8lv,0
163,1.27E+18,"@amazon Prime video was where I went to escape the 24/7 news cycle. I was one of your best customers. I cancelled,â€¦ https://t.co/GfAZxYtS7J",-1
164,1.27E+18,"@DaveSchaefer15 Harper T and the Timewave by L.S. Barron https://t.co/mOz5bWSwN1 via 
@amazon  3 books in this seriâ€¦ https://t.co/bBgGagNO4U",0
165,1.27E+18,RT @from301to704: @MedicalBrunette @jesusrodriguezb Sent this to @amazon 5 days ago and haven't gotten a response https://t.co/EIOwBp3hc1,-1
166,1.27E+18,Haunted House Prop Bloody-CAUTION ZOMBIES-Warning Sign Fright Tape Decoration... https://t.co/FJX8NbZGbc via @amazon https://t.co/XLmAWM4hXn,0
167,1.27E+18,"Racism, Where Is Your Sting?: A provocative look at the beginning and the end... https://t.co/71hxHUVmPa via @amazon",-1
